interaction.id,article_url,content,time,relevant,sentiment,gender,dizziness,convulsions,heart palpitations,shortness of breathe,headaches,drug effect decreased,allergies worse after taking drug,bad interaction between claritin and another drug.,nausea (made the person nauseous),caused insomnia (the person wasn't able to sleep)
1e2101d41e29a300e074a0ce0778c818,http://twitter.com/perqua/statuses/254753167965831168,"spookclub: yeah i totally want the d. the claritin d, that is. itâ€™_â€™_Ã_Å_s allergy season. http://t.co/9FAzvzYH","Sun, 07 Oct 2012 01:21:02 +0000",yes,4,unknown,no,no,no,no,no,no,no,no,no,no
1e2122ff8b65ad00e07426be00b2f1f6,http://twitter.com/asavingdeal/statuses/255709216327729152,"Save 64% on Claritin 24 Hour Allergy Non-Drowsy, 30 tablets OverstockDrugstore http://t.co/mAO3Exdg","Tue, 09 Oct 2012 16:40:02 +0000",yes,4,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e212732a9cea300e07405b7f00337b6,http://twitter.com/asavingdeal/statuses/255830262821289984,Save 11% off Claritin 24 Hour Allergy Relief - 10mg Tablets 20 each now only $16.99 at Ov OverstockDrugstore http://t.co/WipAcLEk,"Wed, 10 Oct 2012 00:41:02 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e211feeff96a300e0746aaf684a9d20,http://twitter.com/couponsaves/statuses/255620881777315840,Save 27% off Claritin 24 Hour Allergy Non-Drowsy (30 tablets) now $23.99 at OverstockDrug OverstockDrugstore http://t.co/ClM4BbGM,"Tue, 09 Oct 2012 10:49:02 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e21255f830bad00e074338ffb93519e,http://twitter.com/asavingdeal/statuses/255777664651104256,Save 19% off Claritin Childrens Allergy (Grape Chewable) - 5mg Tablets (10) now only $9.6 OverstockDrugstore http://t.co/awBO1SkP,"Tue, 09 Oct 2012 21:12:02 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e2126d4bfada080e074e100e0b825e2,http://twitter.com/asavingdeal/statuses/255819691388436482,"Save 9% off Claritin Childrens Indoor and Outdoor Allergy Relief, 12 hr RediTabs - 10 Ora OverstockDrugstore http://t.co/nPwTXW9q","Tue, 09 Oct 2012 23:59:01 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e21bdbadab2ab00e074a4149947c608,http://twitter.com/spwonderful/statuses/260169050691342336,Allegra Allergy - 45 Tablets (180 mg each) 2 PACK = 90 TABLETS! | Generic Claritin D http://t.co/pcCo5jsL,"Mon, 22 Oct 2012 00:01:50 +0000",yes,3,unknown,no,no,no,no,no,no,no,no,no,no
1e21bdbae43ca180e0740682ee876e02,http://twitter.com/spwonderful/statuses/260169058069127169,Allegra Allergy - 45 Tablets (180 mg each) 2 PACK = 90 TABLETS!! | Generic Claritin D http://t.co/pcCo5jsL,"Mon, 22 Oct 2012 00:01:51 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e21bdbb13eba200e074fbf249fb788a,http://twitter.com/spwonderful/statuses/260169078633820161,Kirkland Signature Aller-Fex 180 mg - 120 Tablets | Generic Claritin D http://t.co/hJqf2Vtx,"Mon, 22 Oct 2012 00:01:56 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e21bdbb439aa280e074f9cfdf9ca040,http://twitter.com/spwonderful/statuses/260169096698662913,Kirkland Signature Aller-Tec Cetirizine HCL 10 mg/Antihistamine Tablets365-tablets Bottle | Generic Claritin D http://t.co/CEIdyi8F,"Mon, 22 Oct 2012 00:02:01 +0000",yes,3,unknown,no,no,no,no,no,no,no,no,no,no
1e21bdbb3087a580e074df2aced63c06,http://twitter.com/spwonderful/statuses/260169088595263488,"Member's Mark Original Prescription Strength Fexofenadine Hydrochloride , 180 Mg, 120 Tablets | Generic Claritin D http://t.co/WptIJZrV","Mon, 22 Oct 2012 00:01:59 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e221c750a90a980e074d0088ed6541e,http://twitter.com/KristenMiles/statuses/262899380057677824,Good 4 Kids ~ Good 4 Parents: Allergy HELP Discount! Claritin 58% Off! http://t.co/RpXgkTo2,"Mon, 29 Oct 2012 12:51:11 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e20b7f107e4a900e07448e175e8a680,http://twitter.com/hardenergynet/statuses/252623517793800192,NEW  Farmacia Online Claritin Online Order Day Online Australia http://t.co/hRxbWqK1,"Mon, 01 Oct 2012 04:18:34 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e20d293cd5ca900e0742131569e9520,http://twitter.com/hardenergynet/statuses/253391239943180288,NEW  Free Claritin Usa Visa http://t.co/X4djNVfG,"Wed, 03 Oct 2012 07:09:14 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e2186a8d414a080e0740b71aa9097b2,http://twitter.com/hardenergynet/statuses/258581757308329985,NEW  Genuine Claritin Sale Visa Electron http://t.co/BneXGOQf,"Wed, 17 Oct 2012 14:54:29 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e220f79e564a100e0743993ae7d4f56,http://twitter.com/best_web_search/statuses/262525226573766656,about claritin http://t.co/DxmnkHqN,"Sun, 28 Oct 2012 12:04:26 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e223210045baf00e07410942fc1d05c,http://twitter.com/sex_mixxx/statuses/263522114768867328,claritin 10mg http://t.co/Y0WGWh67,"Wed, 31 Oct 2012 06:05:42 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e21f26ac089ac80e074c970a6f5a5dc,http://twitter.com/sex_mixxx/statuses/261687655824244736,claritin agression http://t.co/xIfYO3lo,"Fri, 26 Oct 2012 04:36:13 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e21dc684022a780e074f72f95488930,http://twitter.com/sex_mixxx/statuses/261053265175781376,claritin bad for kids http://t.co/Ct5HjPjU,"Wed, 24 Oct 2012 10:35:23 +0000",yes,2,unknown,no,no,no,no,no,no,no,no,no,no
1e21f58e9861ad80e074ec651390d982,http://twitter.com/sex_mixxx/statuses/261778161312862209,claritin bad for kids http://t.co/Ct5HjPjU,"Fri, 26 Oct 2012 10:35:51 +0000",yes,2,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e2236d25601af00e074bffe538a0bf6,http://twitter.com/best_web_search/statuses/263659284926197761,claritin breastfeeding http://t.co/GRL0pqJV,"Wed, 31 Oct 2012 15:10:46 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e2196d36705af80e074bb0957d96ef2,http://twitter.com/best_web_search/statuses/259047718641627136,claritin d-12 http://t.co/Z9gh1OIR,"Thu, 18 Oct 2012 21:46:03 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e21af518356ab80e07466e826c5b620,http://twitter.com/best_web_search/statuses/259753671053701120,claritin fda http://t.co/PrXY2TUU,"Sat, 20 Oct 2012 20:31:15 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e21df50e618a000e074d71d2fc4ca52,http://twitter.com/best_web_search/statuses/261137104539635714,claritin generic http://t.co/jpvuWqlb,"Wed, 24 Oct 2012 16:08:32 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e21c478a1dcaa00e0748f5f7a818724,http://twitter.com/best_web_search/statuses/260363359650709504,claritin side http://t.co/vxarNlTX,"Mon, 22 Oct 2012 12:53:56 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e21dc2d4778a600e074dbbbc9696a46,http://twitter.com/sex_mixxx/statuses/261046626112647168,claritin tablets http://t.co/0Iz7NAHb,"Wed, 24 Oct 2012 10:09:00 +0000",yes,3,unknown,no,no,no,no,no,no,no,no,no,no
1e21cfa85feba480e07426a0a641a474,http://twitter.com/best_web_search/statuses/260685787304173568,dosage for claritin http://t.co/RJxKWivD,"Tue, 23 Oct 2012 10:15:09 +0000",yes,3,unknown,no,no,no,no,no,no,no,no,no,no
1e22192ad3e0a180e0744a4bec147880,http://twitter.com/best_web_search/statuses/262804557199970304,dosage for claritin http://t.co/RJxKWivD,"Mon, 29 Oct 2012 06:34:23 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e21ff3d3796ab00e07489797a038ef2,http://twitter.com/best_web_search/statuses/262057228494856192,generic claritin http://t.co/P22cijoc,"Sat, 27 Oct 2012 05:04:46 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e221158ab9da300e074c034b5117a50,http://twitter.com/best_web_search/statuses/262579134239219712,lortab and claritin http://t.co/uR5OiziC,"Sun, 28 Oct 2012 15:38:38 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e2228ceb1f5a080e07410250cec4a58,http://twitter.com/best_web_search/statuses/263255352450101248,side effects of claritin in children http://t.co/9TNEdMiA,"Tue, 30 Oct 2012 12:25:41 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e221212b61ca000e074e45d1944c93e,http://twitter.com/best_web_search/statuses/262600081595826176,singulair claritin http://t.co/GT89rZex,"Sun, 28 Oct 2012 17:01:52 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e222e3fbaeea580e0749248b12ff4d4,http://twitter.com/best_web_search/statuses/263412193599582208,taking claritin and zyrtec together http://t.co/VCczkl7p,"Tue, 30 Oct 2012 22:48:55 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e218792b3c0a780e074df3521f29f08,http://twitter.com/sex_mixxx/statuses/258608087030710272,what is claritin http://t.co/jnj82ylV,"Wed, 17 Oct 2012 16:39:07 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e220e4e455da980e074e5f442309e60,http://twitter.com/sex_mixxx/statuses/262491493095337984,withdrawal from claritin http://t.co/O5EW8O1U,"Sun, 28 Oct 2012 09:50:23 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e21bb2b9ceca280e0748a06f6b36c82,http://twitter.com/sex_mixxx/statuses/260095277002797056,zyrtec or claritin http://t.co/mN1BLGTs,"Sun, 21 Oct 2012 19:08:41 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e210c587f33a180e0742329b06707c6,http://twitter.com/Cah_Lavigne_s2/statuses/255056302131265537,Fotografia: scorpioblue: This is what happens when my allergies are so bad I have to take 4 Claritin and... http://t.co/CRKAcPrN,"Sun, 07 Oct 2012 21:25:35 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e2174ebc628af80e074cbfaa8933246,http://twitter.com/lollipopscards/statuses/258070479187873792,"well, wholeliving mag this makes for a strange D I WHY claritin??? http://t.co/R7ND9enn","Tue, 16 Oct 2012 05:02:51 +0000",yes,2,female,no,no,no,no,no,no,no,no,no,no
1e2174fc9cc4a980e074ff06c5e66b1a,http://twitter.com/traviseckstein/statuses/258072375868928000,"She wants the Claritin, D. http://t.co/5LjLA2yi","Tue, 16 Oct 2012 05:10:23 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e217a1813d7ac00e074f07ba7892796,http://twitter.com/MichLx0/statuses/258219582500790272,#grind #mornings #allergies #stress #Caffeine #Claritin #Stressball #workflow #Dunkin #coffee #runondunkin  http://t.co/B8ZWq8f6,"Tue, 16 Oct 2012 14:55:20 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e218f2e9e83ae00e074078921239efa,http://twitter.com/DeanWil/statuses/258827403307143168,"Woke up cuz my allergies acting up. Bought some Claritin, they couldn't  add that six pill tho? Smh _â€™â€_â€™Âç__â€™â€_â€™Âç__â€™â€_â€™Âç__â€™â€_â€™Âç__â€™â€_â€™Âç__â€™â€_â€™Âç_ http://t.co/X2DE2UzL","Thu, 18 Oct 2012 07:10:36 +0000",yes,3,male,no,no,no,no,no,no,no,no,no,no
1e219237b6faa400e074ae93c6a328ae,http://twitter.com/CKhellfish/statuses/258914897071575040,"Oh, sweet relief! #fall #cold #allergies #sinuses #claritin #hottea #water #halls #alkaselt  @ 64 east bound http://t.co/B1N9aWJJ","Thu, 18 Oct 2012 12:58:16 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20f17b0d5ca400e07430834ae99caa,http://twitter.com/Lolo_00013/statuses/254281971323256833,Best day ever! Won a Claritin model and a candy bar in chem _â€™â€_â€™_â€™_ http://t.co/T75plzgy,"Fri, 05 Oct 2012 18:08:40 +0000",no,,,,,,,,,,,,
1e210a140f34a500e074394bf2259b1a,http://twitter.com/G13aby/statuses/254990949741113344,REFUSE to be sick out here ... Kill this shit one time lol #Claritin  http://t.co/cin8AMZG,"Sun, 07 Oct 2012 17:05:54 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e211be60cc5ab00e074a5212dfe9060,http://twitter.com/my_3_boyz/statuses/255504582841602048,My new asthma meds minus the Claritin ugh http://t.co/AxJtktgq,"Tue, 09 Oct 2012 03:06:54 +0000",yes,2,female,no,no,no,no,no,no,no,no,no,no
1e212ca82b30a400e074e068da146034,http://twitter.com/ohhheylexi/statuses/255987608910446593,Week 2 of taking medicine and still feeling like shit #claritin #Dayquil #mucinex  http://t.co/fPmtuLGB,"Wed, 10 Oct 2012 11:06:16 +0000",yes,2,female,no,no,no,no,no,no,yes,no,no,no
1e20bf3bf5c6ac80e074f73246a924be,http://twitter.com/JFreshHyatt26/statuses/252833712893472768,"Girl text you ""Heyy, I'm sick."" She just wants some Claritin D  http://t.co/gzK0vMUs","Mon, 01 Oct 2012 18:13:49 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e213f5a2931a680e0745170e1b14708,http://twitter.com/itstony_/statuses/256526462310572032,Just what I need. Stupid allergies #claritin #liquigels  http://t.co/89aQzt0H,"Thu, 11 Oct 2012 22:47:29 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e20c8bfc743ad80e07412bd126c646c,http://twitter.com/dianamegann/statuses/253107962418171907,Will Claritin clear my mind?  http://t.co/bBwZwqTH,"Tue, 02 Oct 2012 12:23:35 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e20d3164c92aa80e0746e3be1e0c04a,http://twitter.com/_ilali/statuses/253405935622574080,High off Claritin! Lol _â€™â€_Ã_ÂçÅ Ã_Å’_â€™â€_â€™Âç_ http://t.co/LVwvCVgw,"Wed, 03 Oct 2012 08:07:37 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd0a5c44ac00e07462ba4a46c8fe,http://twitter.com/jlove146/statuses/253692820102205440,Someone give Romney a Claritin! Or maybe he's crying because Obama's killin it in this debate... #obama2012 http://t.co/NKw1wotC,"Thu, 04 Oct 2012 03:07:36 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e2166dce203a600e0740d37223acbce,http://twitter.com/Monee1913/statuses/257665277989359616,Claritin liquigel.....#fahktheseallergies http://t.co/pVBxHBOt,"Mon, 15 Oct 2012 02:12:44 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e223249fb88a100e07455a61877fdfe,http://twitter.com/stupidweeb/statuses/263528638174093314,"I should be sleeping, but I'm baking and decorating Halloween cupcakes because CVS only had 24hr Claritin-D http://t.co/C9tQl9RQ","Wed, 31 Oct 2012 06:31:38 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e21af7503daae00e0746889293f86b6,http://twitter.com/NAGetRight/statuses/259757668825194496,"Lunch ay my desk, working on my blog. Allergies are kicking my ass, but took a Claritin &amp; am getting these s http://t.co/qmMXxJyu","Sat, 20 Oct 2012 20:47:08 +0000",yes,4,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e21afb44ec8a180e07422a994777556,http://twitter.com/mhogie/statuses/259764793282539520,Say hello to my little friend... Mr Claritin. http://t.co/AWevTcXd,"Sat, 20 Oct 2012 21:15:27 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e222f95d2d7af00e07485f6ca3ff1b6,http://twitter.com/oliviaedgep/statuses/263450711281500160,Sup Mr. Fisher haha #Claritin D #hot #mrfisher #teacher #commercial _â€™â€_â€™_Å â€”Â_ http://t.co/iTISDO5d,"Wed, 31 Oct 2012 01:21:58 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e21bec78f39af80e0740c9093a02388,http://twitter.com/Rescue21_Capt/statuses/260199308182298624,â€™_â€™_â€™Å’@PrettySaint16: Cold &amp; allergy season is among us! _â€™â€_â€™__ http://t.co/IImuYZc0â€™_â€™_Ã_Âù Unfortunately...I'm living off Claritin-D and sinus wash!,"Mon, 22 Oct 2012 02:02:03 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e21c6a10e39ae80e07407aee9babe18,http://twitter.com/NenjaKat/statuses/260425553851584512,"I've taken Claritin,  4 pumps of Nasonex, Vitamin C, wishing i can take benedryl cause my eyes and nose is s http://t.co/JETmPSgY","Mon, 22 Oct 2012 17:01:05 +0000",yes,2,female,no,no,no,no,no,no,no,no,no,no
1e21e0043bf9ab00e0742e948bb0a454,http://twitter.com/V3NG3ANC3_6661/statuses/261157296137203712,Claritin and a big ass rehab are helping me today #screwyouallergies http://t.co/cIRZSAtt,"Wed, 24 Oct 2012 17:28:46 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e21e258a73bac00e0749eb6f75861b4,http://twitter.com/ItsDJSkittlez/statuses/261224447267192832,Since Claritin doesn't work for me anymore. Let's hope this does. Allergies have never been so bad :( http://t.co/KOcsStKu,"Wed, 24 Oct 2012 21:55:36 +0000",yes,2,female,no,no,no,no,no,yes,no,no,no,no
1e21edb59ee5a980e074a8a0b1355f60,http://twitter.com/airplanetakeout/statuses/261551969569734656,Claritin Clear. @JohnMasseShow http://t.co/3ZIYTCzT,"Thu, 25 Oct 2012 19:37:03 +0000",yes,3,male,no,no,no,no,no,no,no,no,no,no
1e21efc6d5deac80e0747b7f248d58ca,http://twitter.com/Faa_SoUnique/statuses/261611553986576384,Claritin D been my friend since I've been home.... http://t.co/jZqLOtlc,"Thu, 25 Oct 2012 23:33:49 +0000",yes,4,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e21f56dbcf9a880e074b3a70858dcc2,http://twitter.com/Rica_Rix/statuses/261774458677784576,Bad cold #achooo #claritin http://t.co/79KjVmpq,"Fri, 26 Oct 2012 10:21:09 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e2203cc6349ae80e074cfcab6c02428,http://twitter.com/elizabethhaley/statuses/262188640317345792,"""Just take me downstairs and get me a Claritin."" http://t.co/sDbDXRFE","Sat, 27 Oct 2012 13:46:57 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e2204f67c4eab80e074e791b31b03ce,http://twitter.com/mann_knee/statuses/262222204106846208,Stupid allergies. #orangejuice#claritin#allerigessuck http://t.co/q85EbEoC,"Sat, 27 Oct 2012 16:00:19 +0000",yes,3,male,no,no,no,no,no,no,no,no,no,no
1e220b4e86a0a300e07482fbfb4915d0,http://twitter.com/Cristaaa_/statuses/262405052537401345,Poppin mollies ... Ahaha jk it's Claritin _â€™â€_â€™_Ã_ÂÅ http://t.co/9EBiUsXM,"Sun, 28 Oct 2012 04:06:54 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e221bb73352a580e0747e3331b78806,http://twitter.com/CMarie5935/statuses/262878006635294720,You will be the death of me one day.. #Allergies #Claritin #Relief? http://t.co/bHEKn9Va,"Mon, 29 Oct 2012 11:26:15 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e2223906607a080e074836431243c60,http://twitter.com/dmsoethout/statuses/263104220922802176,Praise the Lord for king size beds and Claritin http://t.co/OFw8VXLl,"Tue, 30 Oct 2012 02:25:09 +0000",yes,5,female,no,no,no,no,no,no,no,no,no,no
1e22207165f5ac80e0748146d2c8516a,http://twitter.com/ALDistel07/statuses/263014262434328576,Claritin..please kick in soon. Gahhh I need to feel better before work -_- #Allergies #SinusPressure #FML http://t.co/dCG9WEf7,"Mon, 29 Oct 2012 20:27:41 +0000",yes,2,female,no,no,no,no,no,no,no,no,no,no
1e217855f360a080e074461176c43568,http://twitter.com/josepovedaforo/statuses/258168903107215361,Cheap Claritin Ups http://t.co/vIfR9JjA,"Tue, 16 Oct 2012 11:33:57 +0000",yes,3,unknown,no,no,no,no,no,no,no,no,no,no
1e2168a354bea380e07420b84022b5b8,http://twitter.com/DiaraUnguviolet/statuses/257716446119985152,Ada segepok malah.haha.. Clarinase aj jenk.. RT @CaptainPitha: @DiaraUnguviolet ada sebutir claritin nganggur ... http://t.co/iC0ewdW9,"Mon, 15 Oct 2012 05:36:03 +0000",non_english,,,,,,,,,,,,
1e217fca4494a980e074bed55b059f4a,http://twitter.com/tay_kwan_do/statuses/258383761148874752,"O_O RT @HaitianRedBone: I just took Tylenol 650mg, Claritin 10mg, Robitussin DM 30ml, drank hot lemon tea, ... http://t.co/TaouT8kR","Wed, 17 Oct 2012 01:47:43 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e2215c57e6fad80e07494c664d6b80c,http://twitter.com/SheilaSez/statuses/262706676933750784,"Tank is looking at the end table barking and growling. Lol. Does he want cough drops, Claritin, nail clippers or ... http://t.co/eXrC2E5u","Mon, 29 Oct 2012 00:05:27 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20f9bd1dffa880e0745b8a505f2bc4,http://twitter.com/jaseif56/statuses/254519990055747584,http://t.co/NkILfsDh\n\nI can buy a dozen 50 cal semiauto weapons any day but only 1 pack of Claritin D at a time.,"Sat, 06 Oct 2012 09:54:29 +0000",yes,2,male,no,no,no,no,no,no,no,no,no,no
